Order Date,Product ID,Order Quantity
30-07-2021,3512XX,783
01-08-2021,2501ZX,421
07-06-2022,1265ZX,1
30-08-2021,2371ZX,34181
03-11-2021,3462XX,50
25-07-2021,2331ZX,210
05-05-2022,1283ZX,1
13-07-2022,1265ZX,1
01-11-2021,3365ZX,1
01-01-2022,3590YX,2
18-07-2022,3576YX,2
30-08-2021,2867XX,1
06-12-2021,2189ZX,3
18-11-2022,1995XX,225
13-09-2022,3079YX,150
06-08-2021,2501ZX,92
19-02-2022,2938ZX,2
10-09-2021,3079YX,816
05-09-2022,2223XX,4
28-09-2022,3075XX,2
26-10-2022,1145YX,175
14-07-2022,1497ZX,9
23-11-2021,1956XX,16
20-07-2022,2331ZX,90
29-03-2022,1317ZX,1
28-05-2022,3423ZX,1
31-10-2022,3407ZX,4
05-09-2022,1214ZX,30
31-03-2022,2923ZX,5
17-01-2022,2267ZX,4
12-02-2022,3084ZX,3
12-09-2022,1126ZX,6147
05-06-2022,1497ZX,110
11-10-2022,3551ZX,200
01-08-2022,2200ZX,3
18-10-2022,2277XX,72
27-10-2022,2646XX,42
11-10-2022,2331ZX,240
12-06-2022,3358YX,1
12-10-2022,1214ZX,1
15-11-2022,1214ZX,220
17-07-2021,2041ZX,3
16-05-2022,2565ZX,10
19-07-2022,2938ZX,3
29-05-2022,2331ZX,504
14-11-2021,1921XX,1
10-09-2022,1379ZX,11
23-07-2022,1193YX,95
07-07-2022,3079YX,16
19-07-2022,3120YX,2
16-11-2021,2227XX,3
12-04-2022,2277XX,316
14-07-2022,1244XX,350
05-09-2021,2170YX,6
28-10-2022,3423ZX,1
10-12-2021,1499ZX,2
03-12-2021,2930ZX,1
14-11-2021,3502YX,5
24-10-2021,1970ZX,61
10-04-2022,2714ZX,410
18-03-2022,2508YX,1
04-11-2021,3413XX,2
18-04-2022,2606XX,22
09-08-2021,1624ZX,1
28-03-2022,3502YX,1
22-09-2021,3038YX,1
16-04-2022,1695ZX,1
14-07-2022,2013XX,190
22-07-2021,3448ZX,17
05-09-2021,1486ZX,4
06-01-2022,3461ZX,23
15-12-2021,2315YX,76
29-01-2022,2315YX,316
09-09-2022,2391ZX,7426
02-03-2022,3512XX,200
12-12-2021,1317ZX,1
04-03-2022,3079YX,18
17-07-2021,1497ZX,4
13-07-2021,3551ZX,98
15-02-2022,1511ZX,15
22-09-2022,1695ZX,1
16-09-2022,1367ZX,1
04-09-2021,3576YX,15
26-09-2021,3358YX,1
05-11-2022,1499XX,144
10-11-2022,3404ZX,3
30-06-2022,3250ZX,75
26-07-2021,2923ZX,1
01-12-2021,3143ZX,4
12-08-2022,1330ZX,1
17-08-2021,3079YX,666
20-09-2022,3533ZX,3356
21-12-2021,2501ZX,120
26-06-2022,1163ZX,53
26-12-2021,1193YX,97
24-10-2021,1921XX,1
23-04-2022,2956XX,2
25-07-2022,2336YX,25
05-12-2021,3044XX,1
08-10-2021,2044ZX,7
06-12-2021,2277XX,269
09-09-2021,1601XX,1
23-10-2022,1624ZX,2
13-02-2022,3448ZX,10
22-11-2021,1367ZX,1
21-07-2021,1956XX,1
18-05-2022,2326ZX,102
06-10-2021,3407ZX,3
07-11-2022,2606XX,1
27-07-2021,2876ZX,1
31-01-2022,3495ZX,35
01-05-2022,3407ZX,3
30-11-2021,3533ZX,100
19-04-2022,1514YX,1
10-01-2022,3461ZX,18
18-11-2021,3084ZX,1
09-02-2022,1441XX,10
17-10-2021,1130XX,158
27-07-2021,1130XX,840
14-09-2022,2142ZX,2
24-08-2021,3512XX,5500
20-07-2022,3027ZX,1
30-09-2021,3027ZX,1
17-07-2022,2291XX,298
04-03-2022,1907XX,2
02-03-2022,3138ZX,5
18-12-2021,2044ZX,4
16-07-2021,1077ZX,100
04-09-2021,2498ZX,1
06-07-2022,3399XX,10
15-05-2022,3494XX,50
30-07-2021,1921XX,1
12-07-2022,2840XX,2150
01-09-2022,1624ZX,1
11-08-2021,2212ZX,11
23-09-2022,1624XX,5
30-07-2021,2970ZX,1
22-10-2022,2291XX,642
21-05-2022,1499ZX,3
20-08-2022,2317ZX,100
25-11-2021,2044ZX,9
31-05-2022,3533ZX,1500
31-01-2022,1385ZX,7
02-07-2022,2041ZX,2
15-04-2022,1161XX,21
29-09-2022,2953YX,50
15-07-2022,1234YX,21
10-07-2022,2331ZX,143
12-10-2021,1497ZX,70
21-05-2022,1953XX,1
18-01-2022,2200ZX,3
02-09-2022,2923ZX,1
26-08-2021,1486ZX,20
08-06-2022,3075XX,2
17-11-2021,1695ZX,1
28-09-2021,1486ZX,1
10-05-2022,2189ZX,3
23-01-2022,1601XX,4
26-10-2022,2013XX,115
20-07-2022,1382ZX,7
10-02-2022,1499ZX,1
12-11-2021,1161XX,50
12-12-2021,2016ZX,55
17-09-2021,3120YX,1
18-06-2022,2277XX,69
11-11-2021,3579ZX,20
01-07-2022,3053XX,13
09-07-2022,2326ZX,176
13-11-2022,3619ZX,4304
15-02-2022,1970ZX,530
15-10-2022,2680YX,5
25-12-2021,1497ZX,65
24-04-2022,2501ZX,13000
23-10-2022,2317ZX,30
14-05-2022,3590YX,40
19-01-2022,2054XX,9
12-11-2022,1907XX,1
19-08-2021,3193XX,1
09-06-2022,1317ZX,1
12-06-2022,3512XX,22670
24-12-2021,3120YX,4
13-12-2021,3345XX,25
06-01-2022,3512XX,300
15-12-2021,3448ZX,30
18-12-2021,1116ZX,13729
21-11-2021,1624ZX,10
05-07-2022,2337ZX,50
27-01-2022,2054XX,27
30-05-2022,1163ZX,110
15-12-2021,3512XX,3800
31-08-2021,1497ZX,500
09-08-2021,2053YX,6
19-07-2022,1979XX,17.5
25-09-2021,1206YX,35
26-05-2022,2315YX,53
04-11-2022,1624ZX,1
12-02-2022,1330ZX,7
08-03-2022,1624ZX,4
21-03-2022,2930ZX,2
28-07-2021,2025XX,4
09-03-2022,1624ZX,10
20-08-2021,1382ZX,11
13-08-2021,2200ZX,4
17-05-2022,1993XX,185
17-06-2022,1193YX,15
03-08-2021,1317ZX,1
25-08-2022,1193YX,15
02-10-2021,1601XX,2
26-08-2021,3570ZX,8
29-10-2021,3079YX,18
13-05-2022,2714ZX,349
19-08-2021,2041ZX,13
23-09-2021,2953YX,50
31-08-2021,1970ZX,155
04-12-2021,2953YX,30
21-03-2022,1624XX,3
22-11-2022,3570ZX,24
29-10-2021,2803YX,55
07-07-2022,3084ZX,7
25-09-2022,3616ZX,35
17-04-2022,2729XX,6
08-04-2022,1479ZX,3
08-09-2021,2953ZX,2
19-04-2022,2501ZX,253
10-08-2021,3619ZX,5250
15-09-2022,3138ZX,10
06-02-2022,2935YX,5
18-09-2022,2867XX,11
25-12-2021,2096YX,2
18-09-2021,1630YX,10
17-04-2022,3533ZX,1000
02-09-2021,2867XX,8
13-08-2021,2096YX,11
14-03-2022,2277XX,562
20-04-2022,3576YX,3
13-10-2022,3551ZX,100
10-11-2022,2212ZX,2
14-10-2021,2021ZX,5
27-08-2021,3576YX,6
14-12-2021,1385ZX,7
24-09-2021,3610XX,6
29-04-2022,1971XX,227
26-10-2022,3423ZX,2
08-09-2022,1499ZX,2
22-11-2022,3407ZX,4
13-12-2021,2326ZX,185
13-10-2022,3462XX,1
25-11-2021,2220YX,3
30-10-2021,2501ZX,104
15-10-2021,1479ZX,3
18-03-2022,2212XX,2
05-11-2022,1970ZX,105
05-10-2021,1695ZX,1
08-11-2021,1083XX,3518
04-02-2022,3143ZX,10
24-03-2022,3177ZX,67.5
21-03-2022,2458ZX,55000
25-05-2022,2293XX,19
22-05-2022,1906ZX,2
24-09-2022,2277XX,4700
16-12-2021,1206YX,40
02-11-2021,3423ZX,1
10-09-2022,2994ZX,2
18-03-2022,3250ZX,200
18-01-2022,2604ZX,26
16-09-2022,2212XX,11
20-12-2021,2938ZX,1
28-02-2022,3125XX,4
11-09-2021,2044ZX,11
30-04-2022,2956XX,4
12-07-2022,3407ZX,10
23-07-2022,1497ZX,42
08-03-2022,2564YX,70
16-08-2021,1497ZX,362
19-07-2021,1445YX,3
24-10-2021,2621XX,10
25-07-2022,1193YX,16
08-02-2022,1283ZX,1
18-10-2022,1385ZX,8
20-04-2022,1908XX,1
14-08-2021,2229XX,3
08-08-2022,1499ZX,1
21-11-2021,1145YX,16
18-03-2022,3576YX,10
30-11-2021,1979XX,15
07-09-2021,2876ZX,1
20-10-2021,3365ZX,10
05-11-2022,3619ZX,3500
09-04-2022,3413XX,1
02-11-2022,1366YX,1
02-12-2021,1990XX,70
29-03-2022,2923ZX,1
26-02-2022,1967YX,473
16-04-2022,2291XX,210
07-06-2022,3177ZX,67.5
12-06-2022,3120YX,1
10-09-2021,2767XX,88
29-07-2022,1130XX,150
29-06-2022,2621XX,1
11-01-2022,2236ZX,50
04-10-2021,1441XX,10
10-01-2022,3084ZX,4
29-01-2022,2803YX,110
05-02-2022,3551ZX,2500
22-07-2022,2229ZX,7
27-12-2021,2391ZX,6600
23-11-2021,1601XX,1
16-02-2022,3551ZX,591
22-01-2022,2317ZX,146
29-10-2022,3404ZX,77
22-10-2022,3079YX,18
03-10-2022,1077ZX,1
07-07-2022,3423ZX,1
18-07-2022,1479ZX,3
14-10-2022,2326ZX,46
20-10-2021,3160YX,5
26-05-2022,2766XX,8
22-08-2022,1445YX,1
24-09-2021,1281YX,1
21-05-2022,1497ZX,44
15-09-2021,1193YX,63
31-10-2021,2508YX,1
15-08-2022,2212XX,2
31-08-2022,1956ZX,2
02-06-2022,3365ZX,8
11-08-2021,2212XX,4
04-03-2022,2013XX,25
01-05-2022,3378ZX,300
22-08-2022,1484YX,1
02-02-2022,2013XX,15
09-09-2021,1479ZX,1
10-02-2022,2277XX,68
16-05-2022,2326ZX,61
04-11-2022,1214ZX,6
25-06-2022,1511ZX,15
26-01-2022,1145YX,100
05-07-2022,2564YX,2
25-04-2022,2317ZX,4000
01-07-2022,3556XX,8
07-07-2022,3250ZX,400
07-01-2022,1441XX,1
06-08-2021,2752XX,33
21-07-2022,2988XX,1
20-10-2022,1385ZX,4
07-06-2022,2930ZX,11
30-05-2022,1511ZX,15
10-08-2022,1499ZX,2
16-06-2022,2953YX,1397
20-12-2021,1083XX,2154
09-10-2022,3025ZX,1
05-04-2022,2277XX,220
04-02-2022,3143ZX,4
22-08-2022,1484YX,1
27-04-2022,1624ZX,1
27-09-2022,2189ZX,6
30-07-2021,3345XX,10
11-12-2021,2173ZX,2
08-10-2021,2953ZX,1
24-03-2022,3461ZX,1
26-05-2022,2317ZX,541
10-10-2022,3462XX,50
29-05-2022,3462XX,40
03-07-2022,3053XX,45
07-07-2022,1486ZX,1
22-08-2022,1956ZX,1
24-11-2022,3025ZX,2
18-04-2022,1511ZX,20
12-01-2022,3075XX,2
04-02-2022,1234YX,132
25-04-2022,2025XX,15
12-03-2022,3423ZX,1
27-08-2021,1964YX,70
17-09-2021,2923ZX,1
19-05-2022,1009XX,10
06-08-2022,3125XX,1
08-03-2022,2317ZX,1021
07-11-2022,1283ZX,2
10-08-2022,1993XX,1160
13-08-2022,1970ZX,50
27-05-2022,1484YX,1
22-07-2021,1077ZX,70
04-12-2021,1206YX,12
16-03-2022,2317ZX,130
14-02-2022,1130XX,100
21-07-2021,2044ZX,6
03-08-2022,3120YX,5
25-05-2022,1971XX,82
07-10-2021,2847YX,140
22-07-2022,3512XX,350
07-07-2022,1479ZX,4
04-11-2021,3025ZX,2
29-06-2022,3502YX,15
30-09-2022,1921XX,1
28-03-2022,1486ZX,1
16-10-2021,1624XX,5
06-11-2021,3404ZX,12
29-10-2021,3084ZX,1
24-03-2022,2331ZX,173
01-05-2022,1382ZX,48
03-11-2022,1479ZX,35
22-08-2022,2876ZX,1
17-08-2021,2336YX,133
07-10-2021,2317ZX,103
26-09-2021,2573ZX,4
03-07-2022,3512XX,875
18-08-2021,3448ZX,30
14-11-2021,1161XX,50
11-11-2022,2555ZX,225
04-04-2022,2326ZX,299
09-09-2021,1317ZX,1
11-06-2022,3177ZX,67.5
25-10-2021,2930ZX,5
14-10-2021,1441XX,1
29-09-2022,1514YX,1
12-05-2022,3053XX,6
07-06-2022,2336YX,60
24-04-2022,2041ZX,12
26-03-2022,1993XX,70
08-04-2022,2317ZX,130
24-10-2021,3075XX,2
15-08-2022,1193YX,10
21-05-2022,1479ZX,4
07-04-2022,1464XX,2
30-11-2021,2935YX,3
06-04-2022,3512XX,4000
08-04-2022,1077ZX,12815
21-07-2021,1163ZX,80
14-10-2021,2803YX,606
28-05-2022,3502YX,1
09-09-2021,3495ZX,40
10-04-2022,2646XX,20
22-08-2021,3502YX,1
30-12-2021,1499ZX,2
19-04-2022,2041ZX,11
24-08-2021,2342ZX,2783
19-06-2022,3590YX,8
25-09-2022,1624ZX,10
22-07-2021,2930ZX,1
11-01-2022,1624ZX,3
22-05-2022,1956ZX,2
01-10-2021,2227XX,3
13-11-2021,2847YX,435
21-07-2021,2016ZX,200
23-07-2022,3250ZX,150
29-01-2022,3420XX,2
13-06-2022,1145YX,35
04-06-2022,3399XX,5
02-07-2022,3143ZX,4
27-10-2021,2200ZX,2
12-01-2022,3494XX,50
19-07-2022,2840XX,1159
06-09-2022,1234YX,155
16-07-2021,2234XX,2
15-06-2022,1445YX,3
21-05-2022,1497ZX,76
30-07-2021,2867XX,26
17-08-2021,1921XX,1
19-11-2022,3423ZX,2
03-11-2021,1497ZX,25.8
25-08-2022,3494XX,60
03-02-2022,2277XX,959
18-09-2021,1601XX,2
26-09-2021,1967YX,337.5
19-10-2021,1479ZX,3
09-03-2022,2501ZX,1378
12-05-2022,1130XX,235
04-02-2022,1255ZX,2
23-10-2021,2336YX,200
13-03-2022,3512XX,2000
17-05-2022,2953YX,60
31-08-2021,2606XX,3
11-09-2021,2053YX,3
25-08-2021,3423ZX,2
11-07-2022,3075YX,3
03-09-2021,2508YX,1
09-12-2021,2621XX,4
31-07-2022,2953YX,240
02-07-2022,2096YX,7
02-03-2022,1385ZX,7
29-10-2021,3345XX,15
05-10-2022,3079YX,96
22-11-2021,1445YX,2
10-12-2021,3250ZX,2205
14-08-2021,3423ZX,2
27-09-2022,2501ZX,288
17-10-2021,1970ZX,40
31-01-2022,3576YX,8
24-04-2022,3160YX,5
10-02-2022,1283ZX,1
12-01-2022,1126ZX,4138
14-09-2022,3132YX,1
22-02-2022,1130XX,80
06-05-2022,3025ZX,1
23-08-2022,3098XX,1
13-10-2021,2229ZX,2
02-03-2022,1193YX,11
21-12-2021,3053XX,8
01-06-2022,3075YX,10
18-09-2021,2267ZX,3
27-08-2022,1908XX,1
04-11-2021,1497ZX,9
07-12-2021,3399XX,4
16-08-2021,3420XX,2
26-08-2022,2501ZX,429
06-09-2022,2317ZX,290
25-02-2022,3551ZX,600
28-09-2022,3576YX,10
28-08-2022,3420XX,3
30-10-2021,2041ZX,16
20-02-2022,1163ZX,32
13-04-2022,1921XX,1
29-10-2021,2956XX,6
30-11-2021,2930ZX,6
19-12-2021,1077ZX,204
28-11-2021,1385ZX,8
17-02-2022,1486ZX,6
19-11-2022,1234YX,45
04-08-2022,1163ZX,110
04-10-2021,1445YX,4
14-08-2022,2673YX,1400
24-10-2021,1366YX,1
17-09-2021,2923ZX,239
12-07-2022,3533ZX,700
03-01-2022,1486ZX,2
13-09-2021,2803YX,61
28-05-2022,1695ZX,3
06-05-2022,3138ZX,24
23-12-2021,3120YX,6
13-02-2022,1193YX,105
06-10-2021,2501ZX,290
10-08-2021,1499XX,180
07-10-2021,2935YX,4
29-03-2022,2763ZX,2044
02-08-2022,1441XX,1
05-01-2022,1126ZX,160
22-03-2022,1077ZX,3806
30-03-2022,3461ZX,5
28-08-2021,1497ZX,50
09-05-2022,1077ZX,914
14-11-2021,1953XX,1
21-08-2021,1163ZX,30
04-05-2022,1497ZX,200
18-11-2022,1130XX,389
20-11-2022,2315YX,38
23-10-2022,2606XX,1
06-02-2022,2265YX,49
24-06-2022,2315YX,18
24-11-2021,3413XX,1
01-03-2022,2487YX,6
19-11-2022,3079YX,18
16-02-2022,1116ZX,310
25-05-2022,2867XX,13
15-07-2022,3404ZX,10
08-08-2022,2876ZX,1
16-06-2022,3423ZX,2
05-02-2022,1601XX,2
11-04-2022,3053XX,28
22-02-2022,3413XX,25
15-07-2022,2930ZX,2
11-08-2021,1385ZX,7
13-07-2022,3125XX,5
17-11-2022,1956ZX,2
21-11-2021,2331ZX,265
13-05-2022,2487YX,3
30-09-2022,2606XX,2
16-07-2022,2953ZX,4
09-09-2022,2041ZX,1173
02-12-2021,2606XX,1
05-06-2022,1907XX,2
18-10-2021,3413XX,198
09-11-2022,1882ZX,1
27-10-2022,3495ZX,10
16-09-2021,1464XX,2
16-08-2021,2265YX,5
19-03-2022,1945XX,1
01-12-2021,3160YX,15
26-06-2022,1956XX,1
27-08-2021,1624XX,8
07-11-2022,2814YX,666
21-09-2022,3448ZX,80
11-11-2021,3462XX,150
11-04-2022,2935YX,5
30-01-2022,3494XX,120
28-08-2022,1486ZX,1
03-04-2022,2508YX,1
04-11-2021,2054ZX,8
25-10-2021,3079YX,138
07-11-2022,2291XX,109
14-11-2021,1497ZX,70
07-08-2021,3495ZX,10
30-07-2022,2337ZX,50
19-08-2022,1695ZX,1
26-07-2021,1130XX,357
13-03-2022,3494XX,210
09-08-2021,2255ZX,5
02-12-2021,1993XX,1620
14-07-2022,2501ZX,242
25-09-2021,1624ZX,5
14-04-2022,1445YX,1
29-11-2021,3413XX,1
08-11-2022,2331ZX,83
11-04-2022,1486ZX,2
04-10-2021,1130XX,220
15-09-2022,2293XX,32
10-10-2022,2729XX,33
15-10-2021,3138ZX,5
17-03-2022,1163ZX,65
04-11-2022,2200ZX,4
27-02-2022,2956XX,32
29-08-2022,2876ZX,4
20-10-2022,1083XX,780
12-09-2022,1145YX,90
03-07-2022,3132YX,1
25-01-2022,3053XX,4
05-12-2021,2096YX,4
31-12-2021,1077ZX,1840
16-12-2021,3143ZX,4
18-07-2022,2766XX,227
07-10-2022,3143ZX,4
11-06-2022,2291XX,16
05-11-2021,2935YX,117
07-07-2022,2173ZX,5
29-04-2022,1497ZX,56
17-10-2021,3075XX,1
15-09-2021,2953YX,50
20-10-2021,3407ZX,3
05-09-2022,2170YX,4
12-05-2022,2930ZX,3
13-04-2022,2923ZX,3
09-03-2022,3413XX,1
30-10-2022,2953YX,100
20-11-2022,2265YX,5
12-02-2022,2501ZX,2800
06-03-2022,3533ZX,2500
29-12-2021,2173ZX,13
21-11-2022,2326ZX,50
19-08-2021,1745YX,3
18-06-2022,2501ZX,504
28-11-2021,1956ZX,1
19-01-2022,1630YX,4
02-09-2022,2060XX,1
08-05-2022,3407ZX,6
07-12-2021,1624ZX,2
24-09-2021,2498YX,1
04-06-2022,2646XX,36
08-03-2022,2673YX,459
27-08-2022,2923ZX,21
28-03-2022,3502YX,50
14-10-2021,1624ZX,2
09-04-2022,3075XX,6
09-08-2021,2021ZX,12
12-08-2021,3132YX,1
23-10-2022,3533ZX,6300
07-03-2022,3138ZX,10
21-09-2021,2013XX,1500
12-01-2022,1009XX,5185
26-12-2021,2528ZX,3960
17-07-2021,1283ZX,1
17-04-2022,2930ZX,1
14-09-2022,2501ZX,800
19-11-2021,2930ZX,3
25-01-2022,1624ZX,5
12-02-2022,1979XX,50
06-04-2022,3079YX,180
01-11-2021,2013XX,150
21-09-2021,2189ZX,3
29-07-2022,3420XX,1
07-12-2021,1499ZX,2
23-03-2022,3084ZX,1
18-08-2022,1163ZX,168
27-01-2022,1161XX,785
25-10-2022,1497ZX,60
22-12-2021,1964YX,40
30-08-2021,2317ZX,1836
12-01-2022,2930ZX,1
06-10-2021,2923ZX,1
25-10-2022,3502YX,30
23-09-2021,2025XX,16
17-11-2021,3084ZX,2
24-11-2022,1382ZX,10
13-01-2022,1964YX,25
16-11-2022,3358YX,1
18-04-2022,1206YX,15
16-11-2022,1126ZX,750
20-11-2021,3512XX,100
08-03-2022,2923ZX,1
21-08-2021,2970ZX,2
24-11-2021,2956XX,10
30-05-2022,2342ZX,800
06-03-2022,2326ZX,371
01-09-2021,3512XX,2000
01-02-2022,3120YX,1
05-04-2022,3556XX,12
02-10-2021,1464XX,2
10-12-2021,2021ZX,11
10-08-2022,3143ZX,20
06-05-2022,1317ZX,1
02-03-2022,1964YX,599
23-10-2022,1842YX,3
07-06-2022,3512XX,3000
31-07-2021,3404ZX,3
27-02-2022,1009XX,132
04-09-2021,1907XX,4
11-09-2021,1126ZX,1206
13-10-2021,1379ZX,14
16-01-2022,2331ZX,408
12-07-2022,3512XX,1050
28-06-2022,2953ZX,1
15-02-2022,3399XX,3
11-02-2022,3178ZX,1
12-11-2022,1130XX,102
06-12-2021,2212XX,6
24-11-2021,1967YX,138
19-08-2021,3423ZX,3
09-01-2022,2396ZX,1000
20-05-2022,3448ZX,18
04-07-2022,2970ZX,1
17-09-2021,2953YX,100
03-10-2022,1366YX,1
15-10-2022,1126ZX,8069
17-01-2022,1499ZX,2
31-08-2022,2293XX,17
03-01-2022,1009XX,80
22-05-2022,3143ZX,5
25-12-2021,3619ZX,40
02-11-2021,3495ZX,10
13-11-2022,3250ZX,75
04-08-2021,2606XX,1
17-02-2022,2039ZX,6
01-07-2022,1967YX,42.5
14-06-2022,1624ZX,7
12-09-2022,3250ZX,1100
04-11-2021,3193XX,5
27-03-2022,1145YX,3155
25-08-2021,2053YX,118
12-08-2021,1403ZX,1
04-04-2022,1514YX,1
07-06-2022,2673YX,69
09-03-2022,1630YX,1
12-09-2022,1571XX,4
11-11-2022,1695ZX,1
10-11-2022,2229XX,4
16-07-2021,3551ZX,200
06-09-2021,1601XX,1
10-06-2022,1970ZX,255
23-07-2021,2229XX,2
26-10-2022,1379ZX,10
22-11-2021,3025ZX,3
11-09-2022,3423ZX,1
05-02-2022,1953XX,1
10-01-2022,1193YX,13
17-05-2022,2044ZX,2
19-02-2022,2291XX,410
28-12-2021,1330ZX,1
07-09-2021,1330ZX,1
29-05-2022,1130XX,351
17-01-2022,2170YX,3
09-07-2022,2673YX,1760
31-05-2022,3177ZX,67.5
19-01-2022,2200ZX,3
20-07-2021,1953XX,1
21-03-2022,1624XX,2
08-09-2022,2501ZX,13
17-04-2022,2876ZX,2
01-06-2022,3120YX,3
28-08-2021,1993XX,1490
05-11-2022,3495ZX,10
29-03-2022,2515YX,72
30-10-2022,3365ZX,35
14-11-2021,3404ZX,1
08-08-2021,3177ZX,135
17-08-2021,1083XX,5000
27-01-2022,1624XX,5
18-02-2022,2277XX,150
12-10-2021,3120YX,3
31-01-2022,1956ZX,2
02-08-2021,1163ZX,160
20-12-2021,1163ZX,90
30-03-2022,2013XX,20
16-05-2022,1445YX,6
28-08-2021,3502YX,1
30-08-2022,2212ZX,4
09-11-2021,1479ZX,5
17-02-2022,2236ZX,2
27-11-2021,2331ZX,125
14-08-2022,2315YX,162
08-10-2021,2277XX,546
10-10-2021,2621XX,4
14-09-2022,2044ZX,7
03-10-2022,1009XX,611
18-07-2021,2013XX,67
12-05-2022,1695ZX,1
09-08-2022,3533ZX,9000
01-01-2022,3345XX,8
28-12-2021,1971XX,100
02-11-2021,1908XX,1
11-11-2022,1970ZX,95
27-04-2022,3084ZX,1
22-01-2022,1906ZX,6
18-09-2022,1907XX,2
28-11-2021,1967YX,10
06-10-2021,1130XX,1000
20-06-2022,2173ZX,6
29-11-2021,2953ZX,1
01-11-2022,1499XX,1400
25-06-2022,3084ZX,1
14-09-2021,3423ZX,14
27-12-2021,2938ZX,1
29-08-2021,1255ZX,1
14-10-2021,1382ZX,156
17-12-2021,2331ZX,102
11-08-2021,2096YX,5
07-04-2022,2763ZX,12
13-02-2022,3079YX,60
17-04-2022,2752XX,27
19-11-2022,1964YX,255
26-02-2022,1953XX,1
11-10-2022,2013XX,152.5
10-12-2021,2938ZX,17
21-10-2021,3075XX,1
27-08-2022,2953YX,60
29-08-2022,1130XX,200
13-07-2021,1479ZX,3
07-04-2022,2277XX,101
02-07-2022,2041ZX,1
13-12-2021,1445YX,3
16-08-2022,1130XX,50
26-04-2022,2044ZX,3
23-04-2022,1224XX,82
25-06-2022,1601XX,1
24-08-2021,2498ZX,1
07-11-2022,3590YX,6
07-11-2022,3193XX,5
23-05-2022,1479ZX,10
22-09-2022,3084ZX,1
05-09-2022,2458ZX,239
04-04-2022,3494XX,150
23-04-2022,3420XX,2
06-10-2021,1908XX,1
18-10-2022,2621XX,9
16-05-2022,3138ZX,10
28-03-2022,1163ZX,110
05-05-2022,1497ZX,61
29-09-2021,1486ZX,3
21-11-2021,1906ZX,2
31-05-2022,3512XX,500
17-12-2021,2025XX,15
20-12-2021,2606XX,2
22-10-2022,3193XX,5
27-03-2022,3053XX,27
17-03-2022,2173ZX,2
04-08-2022,3079YX,18
22-11-2022,2564YX,13
15-05-2022,2606XX,1
25-08-2022,1283ZX,1
25-11-2022,2640YX,30
07-01-2022,1445YX,1
10-05-2022,1161XX,53
08-09-2022,1077ZX,698
04-10-2021,1379ZX,4
09-08-2022,3053XX,32
16-03-2022,3053XX,53
15-03-2022,1224XX,13
30-09-2022,2041ZX,2
28-07-2022,3053XX,23
10-09-2022,2488ZX,14
13-09-2022,3120YX,2
14-08-2022,2970ZX,4
16-07-2022,2212XX,13
13-01-2022,3365ZX,3
06-11-2022,1624ZX,3
31-05-2022,1993XX,6667.5
12-06-2022,3533ZX,1000
25-11-2021,3590YX,4
29-10-2022,3502YX,35
24-12-2021,1441XX,3
22-09-2022,1163ZX,88
01-02-2022,3084ZX,1
23-07-2021,2956XX,2
10-03-2022,3399XX,1
20-01-2022,1921XX,1
26-06-2022,1499XX,30
15-01-2022,2501ZX,192
27-10-2022,3407ZX,5
22-05-2022,2016ZX,80
14-02-2022,3075YX,12
07-08-2022,3075XX,5
15-09-2021,2277XX,44
08-07-2022,2513ZX,2
16-10-2021,2200ZX,32
25-12-2021,3494XX,60
04-01-2022,2025XX,4
05-03-2022,2930ZX,1
12-01-2022,3143ZX,7
20-09-2022,2044ZX,8
22-12-2021,1499XX,90
27-05-2022,1601XX,1
04-08-2022,3551ZX,100
03-10-2021,2953ZX,1
29-10-2021,2326ZX,70
30-10-2021,3462XX,100
24-10-2022,2646XX,4
07-01-2022,2317ZX,1122
02-04-2022,3461ZX,3
02-11-2022,3533ZX,1000
13-11-2022,2337ZX,100
17-08-2021,3160YX,6
13-04-2022,1083XX,1000
13-07-2021,1906ZX,4
26-02-2022,1224XX,50
14-09-2021,3494XX,50
06-12-2021,3084ZX,1
10-06-2022,1995XX,80
22-10-2021,1130XX,1500
03-09-2022,2060XX,2
01-11-2022,3365ZX,5
18-05-2022,2337ZX,735
13-03-2022,1145YX,36
17-09-2021,2847YX,8
02-09-2021,2013XX,37.5
25-04-2022,3619ZX,1135
13-08-2022,1499ZX,3
21-11-2022,1601XX,2
20-03-2022,2508YX,1
19-01-2022,1970ZX,255
03-02-2022,1497ZX,1
28-02-2022,2867XX,7
14-01-2022,1130XX,263
22-09-2021,1163ZX,80
20-09-2022,2013XX,10
15-09-2021,2938ZX,5
28-11-2021,2337ZX,928
08-09-2022,1964YX,55
28-10-2021,2923ZX,1
21-11-2022,2212ZX,1
12-02-2022,2847YX,606
10-11-2022,2938ZX,5
25-10-2022,2212ZX,2
19-04-2022,3404ZX,10
17-04-2022,3345XX,20
11-09-2021,2396ZX,800
30-08-2021,1967YX,10
26-08-2021,2840XX,1151
21-06-2022,1083XX,2363
24-11-2021,3125XX,3
20-05-2022,3551ZX,300
04-11-2022,2930ZX,1
24-09-2022,2714ZX,164
07-10-2021,1193YX,36
20-10-2022,1366YX,9
11-06-2022,2117YX,180
27-05-2022,2953YX,80
06-08-2021,3345XX,2
20-01-2022,2935YX,4
30-11-2021,1464XX,28
10-03-2022,3551ZX,800
09-01-2022,1193YX,25
31-01-2022,2923ZX,10
